service_code,name,service_type_code,service_type_label,grouping_code,grouping_label,family_code,family_label,vat_code,vat_label,duration_minutes,price,price_holiday,legacy_services_price_raw
0157,BALEYAGE WL DLUGIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,200.0,200.0,"135,50"
0158,NAKLADANIE BALEYAGE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,20.0,20.0,"145,50"
0159,ODBARWIANIE WL KROTKIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,90.0,90.0,"15,00"
0160,ODBARWIANIE WL SREDNIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,100.0,100.0,"60,00"
0161,ODBARWIANIE WL DLUGIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,110.0,110.0,"70,00"
0162,PASEMKA WL KROTKIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,110.0,110.0,"80,00"
0163,PASEMKA WL SREDNIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,160.0,160.0,"125,50"
0164,PASEMKA WL DLUGIE,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,210.0,210.0,"135,50"
0165,NAKLADANIE PASEMEK,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,30.0,30.0,"145,50"
0166,OLAPLEX,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,150.0,150.0,"20,00"
0168,DEMAKIJAZ 1 SASZETKA,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,50.0,50.0,"20,00"
0169,MODYFIKACJA SASZETKA,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,50.0,50.0,"30,00"
0170,NAKLADANIE DEMAKIJAZ MODYFIKAC,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,10.0,10.0,"30,00"
0171,KONTUR WOK.TWARZY,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,150.0,150.0,"5,00"
0173,ODBARWIANIE ODROSTOW DO 3CM,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,50.0,50.0,"10,00"
0174,NAKLADANIE ODBARWIENIA,2,PAN,1,TECHNIQUE,04,ODBARWIANIE,1,°AVAT,0,10.0,10.0,"40,00"
0175,KOLORYZACJA WL KROTKIE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,100.0,100.0,"5,00"
0176,KOLORYZACJA WL SREDNIE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,140.0,140.0,"110,00"
0177,KOLORYZACJA WL DLUGIE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,180.0,180.0,"110,00"
0178,NAKLADANIE KOLORU,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,25.0,25.0,"141,00"
0179,TONOWANIE 4 DOZY,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,100.0,100.0,"20,00"
0180,PREKOLORYZACJA WL KR I SR,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,100.0,100.0,"20,00"
0181,BALEYAGE WL KROTKIE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,100.0,100.0,"45,00"
0182,BALEYAGE WL SREDNIE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,150.0,150.0,"125,50"
0183,BALEYAGE WL DLUGIE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,200.0,200.0,"135,50"
0184,NAKLADANIE BALEYAGE,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,20.0,20.0,"145,50"
0185,COVER  5,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,74.0,74.0,"15,00"
0186,NAKLADANIE COVER 5,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,15.0,15.0,"210,00"
0187,PREKOLORYZACJA WL DL,2,PAN,1,TECHNIQUE,06,KOLORYZACJA,1,°AVAT,0,200.0,200.0,"20,00"
0189,TRWALA WL KROTKIE,2,PAN,1,TECHNIQUE,07,TRWALA,1,°AVAT,0,200.0,200.0,"45,00"
0190,TRWALA WL SREDNIE,2,PAN,1,TECHNIQUE,07,TRWALA,1,°AVAT,0,240.0,240.0,"55,00"
0191,TRWALA WL DLUGIE,2,PAN,1,TECHNIQUE,07,TRWALA,1,°AVAT,0,250.0,250.0,"65,00"
0192,ZABEZPIECZANIE,2,PAN,1,TECHNIQUE,07,TRWALA,1,°AVAT,0,50.0,50.0,"40,00"
0193,TRWALA CZESCIOWA,2,PAN,1,TECHNIQUE,07,TRWALA,1,°AVAT,0,100.0,100.0,"45,00"
0194,NAKRECANIE TRWALEJ,2,PAN,1,TECHNIQUE,07,TRWALA,1,°AVAT,0,100.0,100.0,"20,00"
0200,SPRZEDAZ KERASTASE,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0201,SPRZEDAZ LOREAL,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0202,BE HAIR SPRZEDAZ,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0203,SPRZEDAZ STAPIZ,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0204,SPRZEDAZ INNE,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0205,SPRZEDAZ CHI,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0206,SPRZEDAZ YODEYMA,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0207,SPRZEDAZ JOICO,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0208,SPRZEDAZ LUXURY,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0209,SPRZEDAZ OLAPLEX,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0210,SPRZEDAZ LUCIANOPIERANTONI,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0211,K18 SPRZEDAZ,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0212,SPRZEDAZ RRLINE,4,SPRZEDAZ,4,VENTE,O,,,,60,0.0,0.0,
0213,SPRZEDAZ DIANA,4,SPRZEDAZ,4,VENTE,0000,,O,,60,0.0,0.0,
0300,HENNA BRWI,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,17,,1,35.0,35.0,
0301,HENNA RZESY,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,17,,1,35.0,35.0,
0302,REGULACJA,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,17,,1,35.0,35.0,
0303,HENNA KOMPLET + REGULACJA,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,17,,1,65.0,65.0,
0304,HENNA PUDROWA,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,17,,1,85.0,85.0,
0305,HENNA BRWI+REG,3,ESTETYKA,3,ESTHETIQUE,38,OCZY,16,,1,50.0,50.0,
0306,PRZEDLUZENIE RZES HOLLYWOD,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,16,,1,200.0,200.0,
0307,LAMINACJA BRWI I RZES,3,ESTETYKA,3,ESTHETIQUE,1,PIELEGNACJA,0000,,60,0.0,0.0,
0308,LAMINACJA BRWI,3,ESTETYKA,3,ESTHETIQUE,1,PIELEGNACJA,0000,,60,0.0,0.0,
0309,LIFTING RZES,3,ESTETYKA,3,ESTHETIQUE,16,HENNA,16,,1,160.0,160.0,
0310,MANICURE Z ODZYWKA/KREM,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,80.0,80.0,
0311,MANICURE JAPONSKI,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,120.0,120.0,
0312,MANICURE DLA PANOW,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,45.0,45.0,
0313,MANICURE Z OPI,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,100.0,100.0,
0314,1/2 PEDICURE + KREM,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,120.0,120.0,
0315,1/2 PEDICURE HYB/OPI/VINYLUX,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,140.0,140.0,
0316,PEDICURE KLASYCZNY/OPI/VINYLUX,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,150.0,150.0,
0317,PEDICURE KWASOWY/OPI/VINYLUX,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,160.0,160.0,
0318,MANICURE Z OPI FRENCH,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,120.0,120.0,
0319,MANICURE Z VINYLUX,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,120.0,120.0,
0320,MANICURE HYBRYDA +ZDJECIE,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,140.0,140.0,
0321,MANICURE HYBRYDA FRENCH+ZDJECI,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,150.0,150.0,
0322,ZDJECIE HYBRYDA,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,35.0,35.0,
0323,ZDJECIE HYBRYDA STOPY,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,60.0,60.0,
0324,MANICURE + BAZA WZMACNIAJACA,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,120.0,120.0,
0325,MANICURE+BAZA WZM + HYBRYDA,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,160.0,160.0,
0326,MANICURE+HYBRYDA OMBRE,3,ESTETYKA,3,ESTHETIQUE,I@,,18,,1,150.0,150.0,
0327,MANICURE+HYBRYDA+ZDOBIENIA,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,190.0,190.0,
0328,PRZEMALOWANIE HYBRYDA/VINYLUX,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,03,,1,60.0,60.0,
0329,MANICURE Z UZUP ZEL/AKRYL+HYB,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,190.0,190.0,
0330,MAN Z UTW ZEL/AKRYL+HYB,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,170.0,170.0,
0331,MAN Z PREDL ZEL/AKRYL +HYB,3,ESTETYKA,3,ESTHETIQUE,18,MANICURE,01,,1,230.0,230.0,
0332,PEDICURE HYB + ZDJECIE,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,170.0,170.0,
0333,PEDICURE KWAS+HYBRYDA+ZDJECIE,3,ESTETYKA,3,ESTHETIQUE,20,PEDICURE,02,,1,190.0,190.0,
0334,NAPRAWA PAZNOKCIA,3,ESTETYKA,3,ESTHETIQUE,11,MANICURE,01,,1,50.0,50.0,
0335,REKONSTRUKCJA PAZNOKCIA,3,ESTETYKA,3,ESTHETIQUE,11,MANICURE,01,,1,50.0,50.0,
0336,ZDOBIENIE FRENCH / OMBRE,3,ESTETYKA,3,ESTHETIQUE,11,MANICURE,01,,1,30.0,30.0,
0337,ZDOBIENIE CYRKONIE / PY£EK,3,ESTETYKA,3,ESTHETIQUE,11,MANICURE,01,,1,20.0,20.0,
0338,ZDOBIENIE RÊCZNE MALOWANE,3,ESTETYKA,3,ESTHETIQUE,11,MANICURE,01,,1,50.0,50.0,
0339,USUNIÊCIE ¯ELU/AKRYLU BEZ D US,3,ESTETYKA,3,ESTHETIQUE,11,MANICURE,1,°AVAT,60,40.0,40.0,
0400,PROSTOWANIE WLOSOW KROTKICH,1,PANI,1,TECHNIQUE,42,PROSTOWANIE KERATYNOWE,1,°AVAT,0,500.0,500.0,
0401,PROSTOWANIE WLOSOW SREDNICH,1,PANI,1,TECHNIQUE,42,PROSTOWANIE KERATYNOWE,1,°AVAT,0,600.0,600.0,
0402,PROSTOWANIE WLOSOW DLUGICH,1,PANI,1,TECHNIQUE,42,PROSTOWANIE KERATYNOWE,1,°AVAT,0,700.0,700.0,
0403,PROSTOWANIE GRZYWKI,1,PANI,1,TECHNIQUE,42,PROSTOWANIE KERATYNOWE,1,°AVAT,0,250.0,250.0,
0404,DOPLATA 10 ML KERATYNY,1,PANI,1,TECHNIQUE,42,PROSTOWANIE KERATYNOWE,1,°AVAT,0,30.0,30.0,
0405,PROSTOWANIE WL. BARDZO DLUGICH,1,PANI,1,TECHNIQUE,42,PROSTOWANIE KERATYNOWE,1,°AVAT,0,800.0,800.0,
0406,45 CM KANAPKA PRZEDLUZANIE,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,40.0,40.0,
0407,45 CM KANAPKA ZAGESZCZANIE,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,45.0,45.0,
0408,55 CM KANAPKA PRZEDLUZANIE,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,40.0,40.0,
0409,55 CM KANAPKA ZAGESZCZANIE,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,45.0,45.0,
0410,45 CM W£OSY  KANAP.,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,25.0,25.0,
0411,55 CM W£OSY  KANAP.,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,40.0,40.0,
0412,ZDJECIE W£OSOW KANAPKA,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,150.0,150.0,
0413,II PRZEDLUZANIE,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,800.0,800.0,
0414,II ZAGESZCZANIE,1,PANI,2,COIFFURE,14,PRZEDLUZANIE WLOSOW,1,°AVAT,0,650.0,650.0,
0500,MYCIE SZAM. OCZYSZCZAJACYM,1,PANI,2,COIFFURE,00,MYCIE,1,°AVAT,100,25.0,25.0,
0501,MYCIE FORM ME UP,1,PANI,2,COIFFURE,00,MYCIE,1,°AVAT,45,25.0,25.0,
0502,MYCIE HOMECARE,1,PANI,2,COIFFURE,00,MYCIE,1,°AVAT,0,25.0,25.0,
0503,MYCIE KROK1 PROREPAIR,1,PANI,2,COIFFURE,00,MYCIE,1,°AVAT,100,25.0,25.0,
0504,USLUGA Z KARNETU 10 ZABIEGOW,3,ESTETYKA,3,ESTHETIQUE,44,PRIMELLE,05,,1,135.0,135.0,
0505,KONSULTACJA LIFTING/ENDERMOLOG,3,ESTETYKA,3,ESTHETIQUE,44,PRIMELLE,05,,1,1.0,1.0,
0506,SPRZEDAZ KARNETU 5,3,ESTETYKA,3,ESTHETIQUE,44,PRIMELLE,05,,1,750.0,750.0,
0507,SPRZEDAZ KARNETU 10,3,ESTETYKA,3,ESTHETIQUE,44,PRIMELLE,05,,1,1350.0,1350.0,
0508,SPRZEDAZ WODA,3,ESTETYKA,3,ESTHETIQUE,44,PRIMELLE,1,°AVAT,60,5.0,5.0,
0510,MASKA FORM ME UP,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,20.0,20.0,
0511,MASKA HOMECARE,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,1,°AVAT,60,20.0,20.0,
0512,AMPULKA GOLDEN,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,135.0,135.0,
0513,BOOSTER SHINIQUE,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,O,,60,50.0,50.0,
0514,MASKA SHINIGUE,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,O,,60,70.0,70.0,
0515,KURACJA AMINOKWASOWA,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,225.0,225.0,
0516,INTALIFT ZABIEG BANKIETOWY,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,125.0,125.0,
0517,BOTOX FORM ME UP,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,225.0,225.0,
0518,BOTOX DIAMOND,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,225.0,225.0,
0519,BOTOX PEARL,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,225.0,225.0,
0520,PRO REPAIR COMPLEX,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,325.0,325.0,
0521,NAKLADANIE AMPULKI,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,15.0,15.0,
0522,NAKLADANIE MASKI,1,PANI,1,TECHNIQUE,01,PIELEGNACJA,0000,,60,15.0,15.0,
0550,PUSH UP,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,275.0,275.0,
0551,TRWALA WL. KROTKIE,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,400.0,400.0,
0552,TRWALA WL.SREDNIE,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,500.0,500.0,
0553,TRWALA WL .DLUGIE,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,700.0,700.0,
0554,TRWALA WL. BARDZO DLUGIE,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,1000.0,1000.0,
0555,NAKRECANIE TRWALEJ,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,100.0,100.0,
0556,ZABEZPIECZENIE WL. BLOND,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,50.0,50.0,
0557,PRZYGOTOWANIE DO TRWALEJ,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,50.0,50.0,
0558,DOPLATA WLOSY GRUBE,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,100.0,100.0,
0559,TRWALA SPIRALNA,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,1500.0,1500.0,
0560,TRWALA TWIST,1,PANI,1,TECHNIQUE,07,TRWALA,0000,,60,1800.0,1800.0,
0561,SUSZENIE NA DYFUZOR,1,PANI,2,COIFFURE,03,CZESANIE,0000,,60,30.0,30.0,
0562,CZESANIE NA SZCZOTKE WL KROTKI,1,PANI,2,COIFFURE,03,CZESANIE,0000,,60,50.0,50.0,
0563,CZESANIE NA SZCZOTKE WL.SREDNI,1,PANI,2,COIFFURE,03,CZESANIE,0000,,60,60.0,60.0,
0564,CZESANIE NA SZCZOTKE WL. DLUGI,1,PANI,2,COIFFURE,03,CZESANIE,0000,,60,70.0,70.0,
0565,STYLIZACJA DIANA,1,PANI,2,COIFFURE,03,CZESANIE,0000,,60,5.0,5.0,
0700,DEPILACJA CALE NOGI,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,100.0,100.0,
0701,DEPILACJA  1/2 NOGI,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,80.0,80.0,
0702,DEPILACJA BIKINI PLYTKA,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,80.0,80.0,
0703,DEPILACJA PACHY,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,50.0,50.0,
0704,DEPILACJA CALE RECE,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,50.0,50.0,
0705,DEPILACJA WASIK I BRODA,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,40.0,40.0,
0707,DEPILACJA BRWI,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,35.0,35.0,
0708,DEPILACJA NOS/USZY,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,25.0,25.0,
0709,DEPILACJA PLECY,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,80.0,80.0,
0710,DEPILACJA BRZUCH/KLATKA,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,100.0,100.0,
0711,DEPILACJA BIKINI PELNA,3,ESTETYKA,3,ESTHETIQUE,36,ZABIEGI TRADYCYJNE,20,,1,150.0,150.0,
0712,DEPILACJA CALE CIALO,3,ESTETYKA,3,ESTHETIQUE,40,DEPILACJA,20,,1,200.0,200.0,
